username,user_handle,date,retweets,favorites,text,geological_location,mentions,hashtags,tweet_id,permalink
"Meghan And Her Prince👑",megandherprince,2018-08-18 15:44,17,91,"Hi My names Alice, I ran a fan acc for #PrinceHarry & #MeghanMarkle ,officially TRH The #DukeandDuchessOfSussex on Ig with 188k followers. Itwitter, & have always had more fun on it so I thought I’d start over here. If you want please follow, rt & like!",,,#PrinceHarry #MeghanMarkle #DukeandDuchessOfSussex,"1030948480376860672",https://twitter.com/megandherprince/status/1030948480376860672
"Prince Harry Watch",HWalesWatch,2018-08-15 19:01,42,151,"Y’ALL!!! LOOK AT THIS BOOK!! #princeharry #meghan #sussexes The Duchess and Guy: A Rescue-to-Royalty Puppy Love Storyhttps://www.amazon.com/dp/0358023041/ref=cm_sw_r_tw_api_DQnDBb3Q98XFZ …",,,#princeharry #meghan #sussexes,"1029910944745435137",https://twitter.com/HWalesWatch/status/1029910944745435137
"Groovyshelly",groovyshelly,2018-08-11 18:05,16,73,"Dear Thomas Markle, You've used the press to promote yourself & tried to use your daughter as an ATM. And you feign victimhood. Compared to you, Darth Vader is Dad of the Year. #MeghanMarkle #PrinceHarry #HarryandMeghan #DuchessMeghan",,,#MeghanMarkle #PrinceHarry #HarryandMeghan #DuchessMeghan,"1028447435742371840",https://twitter.com/groovyshelly/status/1028447435742371840
"Astrid_Official",astridsingsjazz,2018-08-11 10:52,23,53,"@RoarForJess look who we bumped into? Only @KensingtonRoyal #princeharry ... well, perhaps the real wonderful prince will also send a #roarforjess! pic.twitter.com/A1hY5WpYsJ",,@RoarForJess @KensingtonRoyal,#princeharry #roarforjess,"1028338272622321664",https://twitter.com/astridsingsjazz/status/1028338272622321664
"Harry's Meg",HarrysMeghan,2018-08-11 10:17,17,94,"A reminder that your favs arw darling #MeghanMarkle #PrinceHarry #DukeofSussex #DuchessofSussex pic.twitter.com/ylvolbjaZL",,,#MeghanMarkle #PrinceHarry #DukeofSussex #DuchessofSussex,"1028329477791723520",https://twitter.com/HarrysMeghan/status/1028329477791723520
"Carolyn Durand",CarolynDurand,2018-08-10 07:45,50,163,"The #DuchessofSussex #MeghanMarkle has not accompanied #PrinceHarry to #Botswana He is on a private working trip for his conservation charity Rhino Conservation Botswana where he has been involved previously protecting Rhinos from poaching Rhino Conservation Botswana pic.twitter.com/iQFRWqg8eo",,,#DuchessofSussex #MeghanMarkle #PrinceHarry #Botswana,"1027929054127841280",https://twitter.com/CarolynDurand/status/1027929054127841280
"Carolyn Durand",CarolynDurand,2018-08-10 07:40,62,265,"Kensington Palace confirm “The #DukeofSussex is on a private working trip to Botswana to join the Annual General Meeting for Rhino Conservation Botswana in his capacity as Patron He attended the Board meeting in Maun & an RCB community project in Xarakao village. #PrinceHarry pic.twitter.com/zhPTNlcLbD",,,#DukeofSussex #PrinceHarry,"1027927646263566336",https://twitter.com/CarolynDurand/status/1027927646263566336
"Matt Sprake",mattsprake,2018-08-06 00:11,11,37,"The beautiful Meghan Markle, Duchess of Sussex in Frencham on Saturday as she accompanied husband HRH Prince Harry as his best friends wedding PICTURE: © @mattsprake @_splashnews #MeghanMarkle #RoyalsWeekend #royalfamily #PrinceHarry #frencham #paplife pic.twitter.com/25AdYunbpH",,@mattsprake @_splashnews,#MeghanMarkle #RoyalsWeekend #royalfamily #PrinceHarry #frencham #paplife,"1026365170820497408",https://twitter.com/mattsprake/status/1026365170820497408
"Femina",FeminaIndia,2018-08-04 23:18,14,118,"Outfit coordination on point #princeharry #meghanmarkle pic.twitter.com/pt4r9nAWzg",,,#princeharry #meghanmarkle,"1025989517180915712",https://twitter.com/FeminaIndia/status/1025989517180915712
"Perez Hilton",PerezHilton,2018-08-04 21:30,26,190,"#MeghanMarkle is drop-dead gorgeous as she steps out for a wedding this weekend with #PrinceHarry: https://goo.gl/GaMJ2o pic.twitter.com/hmFx0lMFD5",,,#MeghanMarkle #PrinceHarry,"1025962115981406214",https://twitter.com/PerezHilton/status/1025962115981406214
"The Royal Family Channel",RoyalFamilyITNP,2018-08-04 10:14,13,98,"Snaps of Meghan out on her 37th birthday #duchessofsussex #princeharry #meghanmarkle #birthday #royals pic.twitter.com/MqfH6DWHlX",,,#duchessofsussex #princeharry #meghanmarkle #birthday #royals,"1025792205452132353",https://twitter.com/RoyalFamilyITNP/status/1025792205452132353
"Mark Cuthbert",markacuthbert,2018-08-04 09:14,105,514,"Prince Harry, Duke of Sussex and Meghan, Duchess of Sussex attend the wedding of Charlie Van Straubenzee and Daisy Jenks. #royal #MeghanMarkle #PrinceHarry #duchessofsussex #meghan pic.twitter.com/gm4F1xvlMf",,,#royal #MeghanMarkle #PrinceHarry #duchessofsussex #meghan,"1025776881319272448",https://twitter.com/markacuthbert/status/1025776881319272448
"meg & harry",meghanharrylove,2018-08-04 09:13,15,54,"HEAT #PrinceHarry #MeghanMarkle pic.twitter.com/T4GnOKtOh8",,,#PrinceHarry #MeghanMarkle,"1025776632966131713",https://twitter.com/meghanharrylove/status/1025776632966131713
"harry and meghan fan",harryandmeghan4,2018-08-04 07:43,27,117,"#NEW pic of The #DuchessofSussex has arrived at the wedding of Charlie Van Straubenzee and Daisy Jenks 4th August 2018 #meghanmarkle #PrinceHarry pic.twitter.com/YHlDuTM1vJ",,,#NEW #DuchessofSussex #meghanmarkle #PrinceHarry,"1025754225635151873",https://twitter.com/harryandmeghan4/status/1025754225635151873
"Sky News",SkyNews,2018-08-02 13:04,22,39,"If you only read three stories today... #Zimbabwe #Apple #PrinceHarry Zimbabwe on edge ahead of election announcement https://trib.al/ZWaaoRO Apple becomes first trillion dollar US company https://trib.al/2ry8nJg Prince Harry's car on Autotrader https://trib.al/FSvZsdN pic.twitter.com/aavSd5nxIN",,,#Zimbabwe #Apple #PrinceHarry,"1025110056843599873",https://twitter.com/SkyNews/status/1025110056843599873
"Harry's Meg",HarrysMeghan,2018-08-02 08:07,13,86,"Remember when...? Invictus day outting #MeghanMarkle #PrinceHarry pic.twitter.com/zbcOYM8Kf3",,,#MeghanMarkle #PrinceHarry,"1025035378980540416",https://twitter.com/HarrysMeghan/status/1025035378980540416
"Glamour",glamourmag,2018-07-30 08:29,16,53,"#MeghanMarkle and #PrinceHarry are coming to the states! http://glmr.co/AgBuKZ6",,,#MeghanMarkle #PrinceHarry,"1023953679240622083",https://twitter.com/glamourmag/status/1023953679240622083
"Rebecca English",RE_DailyMail,2018-07-26 07:33,102,657,"The light is so bright here it’s impossible to really see what you are filming but #PrinceHarry is in there somewhere - playing no 2 - and he has already scored two of his @Sentebale St Regis’ team’s three goals #polo pic.twitter.com/vzAmnw56CV",,@Sentebale,#PrinceHarry #polo,"1022490172536041473",https://twitter.com/RE_DailyMail/status/1022490172536041473
"Ani Shakarishvili,MD",AniShakari,2018-07-24 01:48,17,40,"The Duke of Sussex and @Sentebale makes strong call for #HIVprevention, treatment, #education, fighting #stigma, innovations& formally announces Sir #EltonJohn @eltonofficial @ejaf new initiative @MenStar coalition to help men break the #HIV cycle in #Africa #PrinceHarry #AIDS2018 pic.twitter.com/deePeiZ4hA",,@Sentebale @eltonofficial @ejaf @MenStar,#HIVprevention #education #stigma #EltonJohn #HIV #Africa #PrinceHarry #AIDS2018,"1021678549592432640",https://twitter.com/AniShakari/status/1021678549592432640
"2020isCOMING🍌♀️☮️🌊",ROZmandelcorn,2018-08-18 12:27,10,32,"a day ahead of time: HAPPY 3rd-MONTHIVERSARY to #DukeandDuchessofSussex #MeghanMarkle #PrinceHarry #HarryandMeghan may you have decades of happiness & joy together. pic.twitter.com/6LJWHgABDW",,,#DukeandDuchessofSussex #MeghanMarkle #PrinceHarry #HarryandMeghan,"1030898902969372673",https://twitter.com/ROZmandelcorn/status/1030898902969372673
"Anton Phatianov",antonphatianov,2018-08-15 01:55,7,34,"My photo of Prince Harry and Meghan Markle at the Royal Wedding is featured in AMI Magazine. How exciting! #amimagazine #celebrity #celeb #виндзор #royalwedding #meghan #meghanmarkle #harrymeghan #PrinceHarry #windsor #Windsorcastle #royalfamily #ceremony #wedding pic.twitter.com/mtutLLuPLp",,,#amimagazine #celebrity #celeb #виндзор #royalwedding #meghan #meghanmarkle #harrymeghan #PrinceHarry #windsor #Windsorcastle #royalfamily #ceremony #wedding,"1029652848534069248",https://twitter.com/antonphatianov/status/1029652848534069248
"Deesa (#ArchieHarrison’s Auntie) #SussexSquad",DeesaRoberts,2018-08-14 12:32,5,23,"While my younger daughter thought #PrinceWilliam was, in her words, absotively gorgeous when he was younger, my older daughter always had a soft spot for #PrinceHarry. Now that they are in their 30s, there is quite simply no contest -- #PrinceHarry is much better looking. #IJS",,,#PrinceWilliam #PrinceHarry #PrinceHarry #IJS,"1029450632212762631",https://twitter.com/DeesaRoberts/status/1029450632212762631
".5 Media Group😁",ki_native,2018-08-13 20:49,22,83,"#MeghanMarkle #PrinceHarry @KensingtonRoyal We support you!!! pic.twitter.com/B63DbbXoyL",,@KensingtonRoyal,#MeghanMarkle #PrinceHarry,"1029213305473314817",https://twitter.com/ki_native/status/1029213305473314817
"🌺MeyHive🐝ArchieHarrison Auntie United we stand🌼",DeelightRI,2018-08-12 08:39,17,58,"Brilliant, Bold, Beautiful no wonder she captured the heart of #PrinceHarry #DukeofSussex who said “The stars were aligned, she was the one” Meghan #DuchessofSussex is the most Educated & accomplished wife in the BRF. #DukeandDuchessofSussex #DuchessofSuccess RT pic.twitter.com/TOUARYawVP",,,#PrinceHarry #DukeofSussex #DuchessofSussex #DukeandDuchessofSussex #DuchessofSuccess,"1028667399409725442",https://twitter.com/DeelightRI/status/1028667399409725442
"William & Catherine",princecambridge,2018-08-12 05:51,24,102,"I love this photo of Princess Diana with her boys #PrincessDiana #PrincessofWales #PrinceWilliam #PrinceHarry pic.twitter.com/jpeoIF0rHa",,,#PrincessDiana #PrincessofWales #PrinceWilliam #PrinceHarry,"1028624904202199040",https://twitter.com/princecambridge/status/1028624904202199040
"harry and meghan fan",harryandmeghan4,2018-08-10 11:28,5,38,"#NEWS The #DuchessofSussex #MeghanMarkle has not accompanied #PrinceHarry to #Botswana He is on a private working trip for his conservation charity Rhino Conservation Botswana where he has been involved previously protecting Rhinos from poaching Rhino Conservation Botswana pic.twitter.com/LBdkHyVKFg",,,#NEWS #DuchessofSussex #MeghanMarkle #PrinceHarry #Botswana,"1027985047759081474",https://twitter.com/harryandmeghan4/status/1027985047759081474
"🌺MeyHive🐝ArchieHarrison Auntie United we stand🌼",DeelightRI,2018-08-08 16:04,4,35,"She leads by example She inspires millions worldwide. A member of the BRF #PrinceHarry‘s Wife She’s a voice for the voiceless working for a cause. She’s not a dressup Barbie or a trophy wife. https://twitter.com/UNWomenUK/status/997761368521691136 …",,,#PrinceHarry,"1027329628023779330",https://twitter.com/DeelightRI/status/1027329628023779330
"Glamour",glamourmag,2018-08-07 16:25,4,32,"This is your weekly reminder that #MeghanMarkle and #PrinceHarry are #couplegoals. http://glmr.co/xQRuomf",,,#MeghanMarkle #PrinceHarry #couplegoals,"1026972715398430721",https://twitter.com/glamourmag/status/1026972715398430721
"Albert Nieboer    Photography / Royal Press Europe",Royaleurope,2018-08-04 12:25,35,169,"Prince harry & Meghan Markle attend wedding of Charlie van Straubenzee & Daisy Jenks at the St Mary the Virgin church in Frensham #Meghan #Meghanmarkle #Princeharry #dukeofsussex #duchessofsussex #Frensham #royal pic.twitter.com/ixm8McWbpA",,,#Meghan #Meghanmarkle #Princeharry #dukeofsussex #duchessofsussex #Frensham #royal,"1025825025255981056",https://twitter.com/Royaleurope/status/1025825025255981056
"Perez Hilton",PerezHilton,2018-08-04 11:58,11,73,"#MeghanMarkle looks as gorgeous as ever stepping out for another couple's wedding this weekend alongside #PrinceHarry: https://goo.gl/GaMJ2o",,,#MeghanMarkle #PrinceHarry,"1025818221591445504",https://twitter.com/PerezHilton/status/1025818221591445504
"𝕋𝕙𝕖 ℙ𝕚𝕔𝕥𝕦𝕣𝕖 𝔼𝕕𝕚𝕥𝕠𝕣",BenJonesPicEd,2018-08-04 10:09,12,43,"...the real deal Top pic from @jjgiddens / @PAImages More in here... Duke and Duchess of Sussex arrive at wedding of Charlie van Straubenzee and Daisy Jenks https://www.telegraph.co.uk/news/2018/08/04/duke-duchess-sussex-arrive-wedding-charlie-van-straubenzee-daisy/?WT.mc_id=tmg_share_tw … - @telegraphnews @TelegraphPics #DuchessOfSussex #MeghanAndHarry #MeghanMarkle #PrinceHarry pic.twitter.com/yuy5P7D7Ix",,@jjgiddens @PAImages @telegraphnews @TelegraphPics,#DuchessOfSussex #MeghanAndHarry #MeghanMarkle #PrinceHarry,"1025790810598584320",https://twitter.com/BenJonesPicEd/status/1025790810598584320
"ExtraTV",extratv,2018-08-04 09:15,9,67,"Birthday girl! #MeghanMarkle stepped out on her 37th birthday to attend the wedding of one of #PrinceHarry’s oldest friends! pic.twitter.com/0NTuy708Ga",,,#MeghanMarkle #PrinceHarry,"1025777274023378944",https://twitter.com/extratv/status/1025777274023378944
"Kjell Arne Totland",TV2KjellArne,2018-08-04 08:55,7,21,"BIRTHDAY GIRL TODAY A beaming #Meghan, #DuchessOfSussex , celebrates 37th #birthday at friends’ #wedding, where #PrinceHarry is #BestMan. #royals #royal pic.twitter.com/q3bnFJeNeE",,,#Meghan #DuchessOfSussex #birthday #wedding #PrinceHarry #BestMan #royals #royal,"1025772115205783552",https://twitter.com/TV2KjellArne/status/1025772115205783552
"𝕋𝕙𝕖 ℙ𝕚𝕔𝕥𝕦𝕣𝕖 𝔼𝕕𝕚𝕥𝕠𝕣",BenJonesPicEd,2018-08-04 07:32,7,32,"Harry's let himself go! Birthday Girl Meghan, Duchess of Sussex the Wedding of Charlie Van Straubenzee and Daisy Jenks. Pic: @jjgiddens / @PAImages #DuchessOfSussex #MeghanAndHarry #MeghanMarkle #PrinceHarry pic.twitter.com/S5xyJIUxnR",,@jjgiddens @PAImages,#DuchessOfSussex #MeghanAndHarry #MeghanMarkle #PrinceHarry,"1025751229916479490",https://twitter.com/BenJonesPicEd/status/1025751229916479490
"DuchessMeghan",RegallyMeghan,2018-08-02 10:30,9,34,"#meghanmarkle #DuchessofSussex will be summering at #balmoralcastle with #QueenElizabeth and #PrinceHarry. #thepeoplesduchess certainly needs this beautiful break! Maybe she and Harry can get to the business of giving granny some more grand babies. pic.twitter.com/HZck0S3gDi",,,#meghanmarkle #DuchessofSussex #balmoralcastle #QueenElizabeth #PrinceHarry #thepeoplesduchess,"1025071285473366018",https://twitter.com/RegallyMeghan/status/1025071285473366018
"DuchessMeghan",RegallyMeghan,2018-08-01 14:14,9,62,"I hope #PrinceHarry and #RoyalFamily @KensingtonRoyal realize how incredibly lucky they are to have #MeghanMarkle. She is everything! #thepeoplesduchess",,@KensingtonRoyal,#PrinceHarry #RoyalFamily #MeghanMarkle #thepeoplesduchess,"1024765361365962753",https://twitter.com/RegallyMeghan/status/1024765361365962753
"Ian Jones",ijonesphoto,2018-07-26 16:19,13,48,"Happy Prince- Happy Pony. Prince Harry wins @Sentebale cup @BerkshirePoloC #HarryandMeghan #RoyalFamily #PrinceHarry #polo pic.twitter.com/XYO8KV9zqB",,@Sentebale @BerkshirePoloC,#HarryandMeghan #RoyalFamily #PrinceHarry #polo,"1022622413937205249",https://twitter.com/ijonesphoto/status/1022622413937205249
"It Gets Better",ItGetsBetter,2018-07-26 14:00,19,96,"#PrinceHarry and @eltonofficial are working together to fight #HIV and the stigma that surrounds it.http://bit.ly/2LOm7X2",,@eltonofficial,#PrinceHarry #HIV,"1022587475196301314",https://twitter.com/ItGetsBetter/status/1022587475196301314
"Sky News",SkyNews,2018-07-26 12:10,34,294,"Pucker up: Meghan grabs a kiss from husband #PrinceHarry during a surprise appearance at a charity polo match https://trib.al/QaNz4hy",,,#PrinceHarry,"1022559914227589122",https://twitter.com/SkyNews/status/1022559914227589122
"Meghan Markle Fan I meghanmarklefan.com",mmarklefancom,2018-07-26 09:17,31,218,"Sealed with a kiss ! Meghan congratulates Harry after his team won the Polo Cup http://meghanmarklefan.com/photos/thumbnails.php?album=507 … #MeghanMarkle #PrinceHarry #HarryAndMeghan #DukeofSussex #DuchessofSussex pic.twitter.com/vHgEKYG6c5",,,#MeghanMarkle #PrinceHarry #HarryAndMeghan #DukeofSussex #DuchessofSussex,"1022516193310265344",https://twitter.com/mmarklefancom/status/1022516193310265344
"InStyle",InStyle,2018-07-26 09:08,85,530,"Royal PDA alert!! When #PrinceHarry and #MeghanMarkle kiss in public, the whole world SWOONS. pic.twitter.com/kbUc4oWtKB",,,#PrinceHarry #MeghanMarkle,"1022513882731081728",https://twitter.com/InStyle/status/1022513882731081728
"InStyle",InStyle,2018-07-26 05:51,19,128,"How can you look at these two and not smile? #MeghanMarkle joined #PrinceHarry in a surprise visit at the Sentebale Polo Cup today. pic.twitter.com/VQ9UctQ6UJ",,,#MeghanMarkle #PrinceHarry,"1022464405051723776",https://twitter.com/InStyle/status/1022464405051723776
"InStyle",InStyle,2018-07-26 05:35,21,122,"This is how the Duchess does denim. #MeghanMarkle joined #PrinceHarry at the Sentebale Polo today in @carolinaherrera. pic.twitter.com/fulU4amfBL",,@carolinaherrera,#MeghanMarkle #PrinceHarry,"1022460441937764352",https://twitter.com/InStyle/status/1022460441937764352
"Prince Harry Watch",HWalesWatch,2018-07-25 17:54,83,688,"New combo cypher for rhe Sussexes. #PrinceHarry #MeghanMarkle pic.twitter.com/OEnjOne5bg",,,#PrinceHarry #MeghanMarkle,"1022284082569535488",https://twitter.com/HWalesWatch/status/1022284082569535488
"Chris Jackson",ChrisJack_Getty,2018-07-25 10:54,104,470,"A few of my favourite pictures from The Duke of Sussex’s visit to Lesotho in June with his charity @Sentebale #PrinceHarry pic.twitter.com/nbk0IJdFZb",,@Sentebale,#PrinceHarry,"1022178242164342785",https://twitter.com/ChrisJack_Getty/status/1022178242164342785
"Albert Nieboer    Photography / Royal Press Europe",Royaleurope,2018-07-24 03:59,32,119,"Prince Harry, Duke of Sussex and Sir Elton John speech at AIDS2018 conference in Amsterdam #Princeharry #dukeofsussex #eltonjohn #AIDS2018 #Prince #Amsterdam #royalty #royal #Harrywindsor pic.twitter.com/gjPMSAxrSa",,,#Princeharry #dukeofsussex #eltonjohn #AIDS2018 #Prince #Amsterdam #royalty #royal #Harrywindsor,"1021711384328003584",https://twitter.com/Royaleurope/status/1021711384328003584
"Albert Nieboer    Photography / Royal Press Europe",Royaleurope,2018-07-23 12:51,29,124,"The Duke of Sussex today in Amsterdam to attend the 22nd International AIDS Conference #AIDS2018 #Dukeofsussex @princeharry #PrinceHarry #PrinceHarryfans #Royals #Amsterdam #Duke #royaljob pic.twitter.com/R2UYqZR6f5",,@princeharry,#AIDS2018 #Dukeofsussex #PrinceHarry #PrinceHarryfans #Royals #Amsterdam #Duke #royaljob,"1021482935164260354",https://twitter.com/Royaleurope/status/1021482935164260354
"Chris Jackson",ChrisJack_Getty,2018-07-23 03:28,78,398,"Suits you! A special visit to Phelisanong Children’s Centre in June with the incredible orphans of this small community which is supported by @Sentebale in #Lesotho #PrinceHarry pic.twitter.com/YC1z2aHrJb",,@Sentebale,#Lesotho #PrinceHarry,"1021341282315251712",https://twitter.com/ChrisJack_Getty/status/1021341282315251712
"angie goff",OhMyGOFF,2018-07-19 11:43,17,85,"Omg if this is true?! Insider says #harryandmeghan to visit US in Spring 2019 w/ possible stop in #DC WHAT! Source adds #DuchessMeghan to go solo to see family & friends in CA & NY this year in unofficial trip. @scobie I need confirmation now! #MeghanMarkle #princeharry pic.twitter.com/6tMOe3bJRY",,@scobie,#harryandmeghan #DC #DuchessMeghan #MeghanMarkle #princeharry,"1020016284556197888",https://twitter.com/OhMyGOFF/status/1020016284556197888
"Rhiannon Mills",SkyRhiannon,2018-07-18 04:23,35,90,"#PrinceHarry has a go at archery and asks which camera he should aim for @TheRugbyCharity event pic.twitter.com/yIkfr9OSat",,@TheRugbyCharity,#PrinceHarry,"1019543146026491904",https://twitter.com/SkyRhiannon/status/1019543146026491904
"Groovyshelly",groovyshelly,2018-07-17 13:11,33,128,"Dear Thomas Markle: If the only way you hope to see see your child is via a threat, maybe your CHILD isn't the problem. #MeghanMarkle #PrinceHarry #MeghanAndHarry",,,#MeghanMarkle #PrinceHarry #MeghanAndHarry,"1019313743392485376",https://twitter.com/groovyshelly/status/1019313743392485376
"Mark Cuthbert",markacuthbert,2018-07-17 04:10,76,362,"Prince Harry, Duke of Sussex and Meghan, Duchess of Sussex visit The Nelson Mandela Centenary Exhibition at Southbank Centre in London. #royal #MeghanMarkle #PrinceHarry #duchessofsussex #southbank pic.twitter.com/XnqmsD2PDJ",,,#royal #MeghanMarkle #PrinceHarry #duchessofsussex #southbank,"1019177486364692480",https://twitter.com/markacuthbert/status/1019177486364692480
"International AIDS Conference",AIDS_conference,2018-07-12 07:47,107,235,"It’s official! We’re honoured to announce that Sir Elton John will be joining us at #AIDS2018 in #Amsterdam on Tuesday, July 24, to launch a new coalition with the Duke of Sussex to break the cycle of #HIV transmission http://ow.ly/lP7Z30kV8EY @ejaforg @eltonofficial #PrinceHarry pic.twitter.com/DEhIr7s6iB",,@ejaforg @eltonofficial,#AIDS2018 #Amsterdam #HIV #PrinceHarry,"1017420095897919488",https://twitter.com/AIDS_conference/status/1017420095897919488
"Priscilla",Priss_Dempsey,2018-07-11 06:31,70,304,"Meghan Markle was very sweet with the crowds at Trinity College in Dublin today! Keep watching to find out what she says about her Grandma... #MeghanMarkle #RoyalVisitIreland #dublin #trinitycollege #princeharry #royalfamily pic.twitter.com/b11TDEPSab",,,#MeghanMarkle #RoyalVisitIreland #dublin #trinitycollege #princeharry #royalfamily,"1017038689531301890",https://twitter.com/Priss_Dempsey/status/1017038689531301890
"Barry Keoghan",BarryKeoghan,2018-07-10 14:58,273,1862,"When Prince Harry met the KING of Ireland #princeharry pic.twitter.com/cHFekct4Na",,,#princeharry,"1016803933384269824",https://twitter.com/BarryKeoghan/status/1016803933384269824
"International AIDS Conference",AIDS_conference,2018-07-09 06:05,46,88,". @KensingtonRoyal has announced that that the Duke of Sussex will be joining us in #Amsterdam for #AIDS2018 this month! As a patron of @Sentebale, #PrinceHarry will attend the conference alongside Sentebale Let Youth Lead advocates on 23 Mon & 24 Tue July http://ow.ly/Drku30kRqKd pic.twitter.com/pWwiaGlbR3",,@KensingtonRoyal @Sentebale,#Amsterdam #AIDS2018 #PrinceHarry,"1016307400478023680",https://twitter.com/AIDS_conference/status/1016307400478023680
"Int. AIDS Society",iasociety,2018-07-09 06:05,46,91,"The Duke of Sussex will be attending the 22nd International @AIDS_conference in #Amsterdam this month. @KensingtonRoyal has announced that #PrinceHarry will join a delegation of @Sentebale Let Youth Lead advocates at the conference on 23 Mon & 24 Tue July http://ow.ly/KHIU30kRvpu pic.twitter.com/trMKvxiIUv",,@AIDS_conference @KensingtonRoyal @Sentebale,#Amsterdam #PrinceHarry,"1016307354244206593",https://twitter.com/iasociety/status/1016307354244206593
"La Polo",lapoloindia,2018-07-06 02:14,16,57,"Teams @KingPowerhq and UAE Polo went head-to-head at the King Power Charity Cup 2018. #PrinceHarry and #PrinceWilliam were in action for the winning sponsor's team, while @sheikhamaitha of Dubai sported the colours of UAE Polo. #LaPolo | @KensingtonRoyal @beaumontphotog pic.twitter.com/eYo6tkuBcS",,@KingPowerhq @sheikhamaitha @KensingtonRoyal @beaumontphotog,#PrinceHarry #PrinceWilliam #LaPolo,"1015162019442577408",https://twitter.com/lapoloindia/status/1015162019442577408
"Carolyn Durand",CarolynDurand,2018-07-05 10:10,12,81,"Here’s a better look at the Brandon Maxwell dress worn by the #DuchessofSussex #MeghanMarkle with #PrinceHarry #DukeofSussex at the @commonwealthsec reception. American Maxwell has designed for Michelle Obama and Lady Gaga and is a recipient of the CFDA award pic.twitter.com/edWAf18KoI",,@commonwealthsec,#DuchessofSussex #MeghanMarkle #PrinceHarry #DukeofSussex,"1014919483687829504",https://twitter.com/CarolynDurand/status/1014919483687829504
"Damon Hill",HillF1,2018-07-04 15:35,66,566,"I have absolutely no recollection of that happening! But I think that’s a little Harry and William there in the background? #PrinceHarry #PrinceWilliam #KeepFightingMichael #F1 #BritishGP #Silverstonehttps://twitter.com/noticiascarlos/status/1014594865500434432 …",,,#PrinceHarry #PrinceWilliam #KeepFightingMichael #F1 #BritishGP #Silverstonehttps,"1014638880237211654",https://twitter.com/HillF1/status/1014638880237211654
"BespokeRedmayne",bespokeredmayne,2018-07-04 13:31,31,88,"SO POSH: You can catch glimpses of #EddieRedmayne on this @AudiUK video with #PrinceHarry, #MattSmith (very briefly), and #JamesNorton. We’ve isolated the best shots for you. https://youtu.be/GI4Bpq7QjHA pic.twitter.com/TpGzCGoPRh",,@AudiUK,#EddieRedmayne #PrinceHarry #MattSmith #JamesNorton,"1014607595896803329",https://twitter.com/bespokeredmayne/status/1014607595896803329
"Drella Art Gallery",DrellaGallery,2018-07-03 06:05,34,133,"We're so in love with #PrinceHarryAndMeghan what a beautiful couple. We were blown away when #PrinceHarry purchased a piece from Drella #Gallery as a gift for #Meghan - you can purchase the same lovely #Art today as a strictly limited edition of just 199. http://drella.gallery/product/everybody-needs-somebody-to-love-framed/ … pic.twitter.com/tlalsI64Qm",,,#PrinceHarryAndMeghan #PrinceHarry #Gallery #Meghan #Art,"1014133006074892289",https://twitter.com/DrellaGallery/status/1014133006074892289
"HH Cavalry Museum",HCavMuseum,2018-07-01 23:12,27,138,"Prince Harry @KensingtonRoyal and his team at @CoworthParkUK @AudiUK supporting our very own @TheHCF charity at their polo match yesterday! #princeharry #polo #windsor #AudiPolo pic.twitter.com/hKGxyCZNdr",,@KensingtonRoyal @CoworthParkUK @AudiUK @TheHCF,#princeharry #polo #windsor #AudiPolo,"1013666614372372480",https://twitter.com/HCavMuseum/status/1013666614372372480
"BespokeRedmayne",bespokeredmayne,2018-07-01 12:56,69,140,"#EddieRedmayne presents Sunday’s @AudiUK polo award to fellow #OldEtonian #PrinceHarry + his #WalkingWithTheWounded team. Plus giggles with wife Hannah + #JamesNorton + #ImogenPoots pic.twitter.com/zOgoW1SgJY",,@AudiUK,#EddieRedmayne #OldEtonian #PrinceHarry #WalkingWithTheWounded #JamesNorton #ImogenPoots,"1013511734869536770",https://twitter.com/bespokeredmayne/status/1013511734869536770
"Vicki Michelle",vickimichelle,2018-07-01 12:13,33,201,"Remembering the wonderful #PrincessDiana It would have been her birthday today. Did such amazing charity work carried on by #PrinceWilliam #PrinceHarry what a legacy #PeoplesPrincess @DianaAward pic.twitter.com/Ty9EKfgMy5",,@DianaAward,#PrincessDiana #PrinceWilliam #PrinceHarry #PeoplesPrincess,"1013500869688614912",https://twitter.com/vickimichelle/status/1013500869688614912
"Mark Cuthbert",markacuthbert,2018-07-01 10:38,23,113,"Prince Harry, Duke of Sussex takes part in the Audi Polo Challenge Day 2 at Coworth Park Polo Club, where he had to wait for someone to clean his sunglasses in-between chukkas. #royal #polo #PrinceHarry pic.twitter.com/PEagrA7OQ9",,,#royal #polo #PrinceHarry,"1013477050630529033",https://twitter.com/markacuthbert/status/1013477050630529033
"Mark Cuthbert",markacuthbert,2018-06-30 09:13,61,344,"Prince William, Duke of Cambridge and Prince Harry, Duke of Sussex during the Audi Polo Challenge at Coworth Park Polo Club. #royal #polo #audipolochallenge #princeharry #PrinceWilliam pic.twitter.com/TVchlDe46G",,,#royal #polo #audipolochallenge #princeharry #PrinceWilliam,"1013093050095108098",https://twitter.com/markacuthbert/status/1013093050095108098
