username,user_handle,date,retweets,favorites,text,geological_location,mentions,hashtags,tweet_id,permalink
"Holger Voss",SpaceHolgar,2019-05-23 14:09,0,6,"All the best for the #Starlink launch attempt! The third time will be the charme! We will be watching! And our mini #SpaceX #Falcon9 launched already with all 9 motors firing! More footage here: https://youtu.be/vdwZVN1M5uk #minilaunchers pic.twitter.com/kCX9kQD9vv",,,#Starlink #SpaceX #Falcon9 #minilaunchers,"1131668525830025220",https://twitter.com/SpaceHolgar/status/1131668525830025220
"Jon Van Horne [SCLA]🐴📷🌴",therealjonvh,2019-05-23 13:25,0,2,"Don’t forget to look for @CoastScla deployed to some of the “hot” launch viewing areas around the space coast for this evening’s launch! #falcon9 #spacex #starlink #spacecoastlaunchambassadorshttps://twitter.com/spacex/status/1131630619195191296 …",,@CoastScla,#falcon9 #spacex #starlink #spacecoastlaunchambassadorshttps,"1131657319941660674",https://twitter.com/therealjonvh/status/1131657319941660674
"ruimtevaart",ruimtevaart,2019-05-23 10:57,2,1,"RT @w00ki33: Tonight’s scheduled Starlink v0.9 launch will be the third time SpaceX uses a F9 booster 3 times. This was B1049’s last recovery back in January, following the Iridium-8 mission. (humans for scale) #spacex #b1049 #falcon9 #starlink #iridium8 pic.twitter.com/dwyfjxbYMa",,@w00ki33,#spacex #b1049 #falcon9 #starlink #iridium8,"1131620119988322306",https://twitter.com/ruimtevaart/status/1131620119988322306
"PCMasterDesigns",Malone19111,2019-05-23 07:48,0,0,"Big rockets! . . . . #space #spacex #falcon9 #kennedyspacecenter #nasa #astronaut #spacesuit #huge #cool #cooltech #fun #funtech #place2be #1960s #interesting #fueltank #thrusters #thruster #museum #rockets #spaceships #rovers #rover #landing #liftoff #eustonwehaveaproblem pic.twitter.com/DpB7Bvx4kP",,,#space #spacex #falcon9 #kennedyspacecenter #nasa #astronaut #spacesuit #huge #cool #cooltech #fun #funtech #place2be #1960s #interesting #fueltank #thrusters #thruster #museum #rockets #spaceships #rovers #rover #landing #liftoff #eustonwehaveaproblem,"1131572655289708544",https://twitter.com/Malone19111/status/1131572655289708544
"Meteora",MeteoraMedia,2019-05-23 02:27,0,0,"The Vulcan rocket is a heavy-payload launch vehicle by United Launch Alliance. ULA expects the first launch of the new rocket to occur in April 2021. | Credits: Spaceorama | #science #meteoramedia #space #ula #vulcan #vulcanrocket #earth #nasa #spacex #falcon9 #falconheavy | pic.twitter.com/UngrEtzxAq",,,#science #meteoramedia #space #ula #vulcan #vulcanrocket #earth #nasa #spacex #falcon9 #falconheavy,"1131491954707931137",https://twitter.com/MeteoraMedia/status/1131491954707931137
"OLHZN Space Balloons🎈🚀",OLHZN,2019-05-22 16:03,1,8,"#News Falsified #SpaceX QA/QC reports for #Falcon9 & #FalconHeavy has Rochester NY man facing up to 10 yrs in prison.https://www.pscp.tv/w/b7XMsjFNV0t3ZEdxd054amJ8MUJkeFlBWFZQWkF4WB-TZUTROKLhrhQt1284LMRGq2sudIQCYY_TZU6jVHOr …",,,#News #SpaceX #Falcon9 #FalconHeavy,"1131334733256830982",https://twitter.com/OLHZN/status/1131334733256830982
"KPRC2 Rose-Ann Aragon",KPRC2RoseAnn,2019-05-22 14:58,2,4,"Excellent! 90% GO chance for weather conditions for #SpaceX #starlink #Falcon9 -- Window opens at 9:30pmCT Thursday. @KPRC2https://twitter.com/ChrisG_NSF/status/1131315500162719746 …",,@KPRC2https,#SpaceX #starlink #Falcon9,"1131318559601246209",https://twitter.com/KPRC2RoseAnn/status/1131318559601246209
"OLHZN Space Balloons🎈🚀",OLHZN,2019-05-22 14:27,0,3,"From court docs: PMI manufactured structural parts for the [ #SpaceX] rockets to include the nose cone fairing which has been designated as a fracture critical part. If this part malfunctions it could result in catastrophic failure of the [ #Falcon9 / #FalconHeavy] mission.https://twitter.com/OLHZN/status/1131291479417282560 …",,,#SpaceX #Falcon9 #FalconHeavy,"1131310569213124612",https://twitter.com/OLHZN/status/1131310569213124612
"theresacross",THERESA35906612,2019-05-22 09:36,1,6,"Great read! re #SpaceX launch May 23rd #starlink1 #falcon9 https://twitter.com/ken_kremer/status/1131202862606966785 …",,,#SpaceX #starlink1 #falcon9,"1131237318461988864",https://twitter.com/THERESA35906612/status/1131237318461988864
"Ken Kremer",ken_kremer,2019-05-22 07:19,6,28,"Elon Musk Details SpaceX Revolutionary and Experimental Starlink Broadband Constellation, Launch Reset to May 23 - @elonmusk @SpaceX #SpaceX #Starlink #Falcon9 #Starlink1. Read my story/photos: @ken_kremer https://kenkremer.blogspot.com/2019/05/elon-musk-details-spacex-starlink.html … pic.twitter.com/x6tw1BnQEF",,@elonmusk @SpaceX @ken_kremer,#SpaceX #Starlink #Falcon9 #Starlink1,"1131202862606966785",https://twitter.com/ken_kremer/status/1131202862606966785
"Alltechdaily",All_techdaily,2019-05-21 22:24,0,0,"Name this bird of prey! #lockheed #spacex #falconheavy #starman #arabsat #elonmusk #spacetravel #reusability #technology #scienceandtech #starship #spaceshuttle #iss #nasa #astronaut #falcon9 #elonmusk #nasa #explore #education #dream #lookup credit: @president.of.space pic.twitter.com/T2j1mT3Omy",,@president,#lockheed #spacex #falconheavy #starman #arabsat #elonmusk #spacetravel #reusability #technology #scienceandtech #starship #spaceshuttle #iss #nasa #astronaut #falcon9 #elonmusk #nasa #explore #education #dream #lookup,"1131068414766637056",https://twitter.com/All_techdaily/status/1131068414766637056
"Next SpaceX Launch",SpaceXCountdown,2019-05-21 19:30,1,1,"Launch in two days! Falcon 9 Block 5 | Starlink, May 24 02:30 UTC May 23 19:30 PDT May 23 22:30 EDT #SpaceX #Falcon9 #FalconHeavy #ElonMusk http://edvinholm.se/countdown",,,#SpaceX #Falcon9 #FalconHeavy #ElonMusk,"1131024435723591680",https://twitter.com/SpaceXCountdown/status/1131024435723591680
"Jon Van Horne [SCLA]🐴📷🌴",therealjonvh,2019-05-20 14:29,2,4,"Good Evening. @SpaceX #falcon9 #starlink #launch is now scheduled for May 23, 2019 22:30 EDT (UTC 02:30) You can bet @CoastScla will be out there again at the public viewing location hot spots. Hope to see you out there!https://gospacecoastlaunch.com",,@SpaceX @CoastScla,#falcon9 #starlink #launch,"1130586448346963968",https://twitter.com/therealjonvh/status/1130586448346963968
"MIOPS Trigger",MiopsTrigger,2019-05-20 07:34,2,32,"And the winner of the last week @mhaskellphoto Congratulations! https://www.instagram.com/p/BxsBS1opr1v/?igshid=4rtwktq8ip3t … #rocket #rocketlaunch #falcon #falconheavy #spacex #falcon9 #photooftheday #spaceflight #launchphptography #camera pic.twitter.com/RvfmeNuAcN",,@mhaskellphoto,#rocket #rocketlaunch #falcon #falconheavy #spacex #falcon9 #photooftheday #spaceflight #launchphptography #camera,"1130481988195016707",https://twitter.com/MiopsTrigger/status/1130481988195016707
"₭ai└A Rai∂ers  ☠️",Ooowwweee,2019-05-23 06:27,0,0,"@SpaceX @elonmusk good luck tonight #Falcon9",,@SpaceX @elonmusk,#Falcon9,"1131552202693140480",https://twitter.com/Ooowwweee/status/1131552202693140480
"Amy Kaufeldt",Fox35Amy,2019-05-23 02:58,3,7,"Could tonight be the night? #SpaceX #Falcon9 #Fox35http://www.fox35orlando.com/news/local-news/spacex-tracking-upper-level-wind-ahead-of-thursday-night-launch …",,,#SpaceX #Falcon9 #Fox35http,"1131499544250920961",https://twitter.com/Fox35Amy/status/1131499544250920961
"Matthias Ahlhelm",Anduminas,2019-05-22 22:40,0,0,"Live coverage: #SpaceX targeting #Thursday night launch of #Falcon9 #rocket. A 90-minute launch window, which opens at 10:30 p.m. EDT Thursday (0230 GMT #Friday). https://spaceflightnow.com/2019/05/15/falcon-9-starlink-1-mission-status-center/ …",,,#SpaceX #Thursday #Falcon9 #rocket #Friday,"1131434727758606336",https://twitter.com/Anduminas/status/1131434727758606336
"Next SpaceX Launch",SpaceXCountdown,2019-05-22 19:30,0,2,"Launch tomorrow! Falcon 9 Block 5 | Starlink, May 24 02:30 UTC May 23 19:30 PDT May 23 22:30 EDT #SpaceX #Falcon9 #FalconHeavy #ElonMusk http://edvinholm.se/countdown",,,#SpaceX #Falcon9 #FalconHeavy #ElonMusk,"1131386786171838466",https://twitter.com/SpaceXCountdown/status/1131386786171838466
"stijn vanderheiden",AstroStijn,2019-05-22 14:14,0,6,"Hello @Peter_J_Beck @RocketLab @elonmusk @SpaceX - any chance you can reschedule the planned launches of the #Electron or #Falcon9 to next saturday? It would make my talk about #newspace at the #sciencefestival @soundscifest (Belgium) more spectacular (and easier)! #daretoask",,@Peter_J_Beck @RocketLab @elonmusk @SpaceX @soundscifest,#Electron #Falcon9 #newspace #sciencefestival #daretoask,"1131307300994596866",https://twitter.com/AstroStijn/status/1131307300994596866
"The Florida Coast",TheFloridaCoast,2019-05-22 14:03,0,1,"Looking good for launch on Thursday night. @SpaceX #Florida @NASA #Falcon9 #launch #CapeCanaveralhttps://twitter.com/explorespaceksc/status/1131298319483985921 …",,@SpaceX @NASA,#Florida #Falcon9 #launch #CapeCanaveralhttps,"1131304694687686657",https://twitter.com/TheFloridaCoast/status/1131304694687686657
"AaronChapman",aaronPchapman,2019-05-22 09:10,0,0,"@elonmusk Hey! Headed to Cape Canaveral tomorrow, are we doing this thing? #Starlink @SpaceX #Falcon9 #liftoff #letsdothis",,@elonmusk @SpaceX,#Starlink #Falcon9 #liftoff #letsdothis,"1131230925604442113",https://twitter.com/aaronPchapman/status/1131230925604442113
"Alltechdaily",All_techdaily,2019-05-22 08:20,0,0,"The Vulcan rocket is a heavy-payload launch vehicle by United Launch Alliance. ULA expects the first launch of the new rocket to occur in April 2021. #space #science #ula #vulcan #vulcanrocket #earth #nasa #spacex #falcon9 #falconheavy #bfr #starship credit: @spaceorama pic.twitter.com/oOra6xgpp1",,@spaceorama,#space #science #ula #vulcan #vulcanrocket #earth #nasa #spacex #falcon9 #falconheavy #bfr #starship,"1131218157522313216",https://twitter.com/All_techdaily/status/1131218157522313216
"Jon Van Horne [SCLA]🐴📷🌴",therealjonvh,2019-05-22 04:48,0,1,"Good Morning!!! Less than 1.5 days to go for @SpaceX #Starlink #Falcon9 #Launch Commencing tomorrow Thursday, May 23, 2019 at 10:30PM EDT with a 90 min window for a Go.https://gospacecoastlaunch.com/launch-schedule",,@SpaceX,#Starlink #Falcon9 #Launch,"1131164856143482880",https://twitter.com/therealjonvh/status/1131164856143482880
"Karthik Naren",karthikeyann0,2019-05-22 00:01,0,1,"StarLink Mission #SpaceX #Starlink #space #rocketlaunch #falcon9 https://nkknspacepage.wordpress.com/2019/05/21/falcon-9-starlink/ … pic.twitter.com/AKGOY8JQ8F",,,#SpaceX #Starlink #space #rocketlaunch #falcon9,"1131092722352132096",https://twitter.com/karthikeyann0/status/1131092722352132096
"Cameron Tan",camerontan96,2019-05-21 01:18,0,0,"#Falcon9 launch is targeted for May 23. FULL STORY HERE: https://cameronnow.wixsite.com/cameron-now/post/spacex-targeting-may-23-for-falcon-9-launch …",,,#Falcon9,"1130749745494814721",https://twitter.com/camerontan96/status/1130749745494814721
"Vickie MacFadden",VickieMacFadden,2019-05-20 14:48,0,0,"Launch info: #SpaceX #Starlink #Falcon9 https://twitter.com/EmreKelly/status/1130522970387111942 …",,,#SpaceX #Starlink #Falcon9,"1130591201399312385",https://twitter.com/VickieMacFadden/status/1130591201399312385
