username,user_handle,date,retweets,favorites,text,geological_location,mentions,hashtags,tweet_id,permalink
"The Goldwater",TheGoldWaterUS,2018-02-26 05:44,207,210,"#PedoWood Sex Offender #HarveyWeinstein Files for Bankruptcy #PedoGate #PedoGateNews #MeToo #TimesUp #Weinstein #LAPD #BlackCube #QAnon #MondayMotivation #WithALittleLuck #MorningJoe #JanusvAFSCME #GreatAwakening https://thegoldwater.com/news/19412-Weinstein-Files-for-Bankruptcy …",,,#PedoWood #HarveyWeinstein #PedoGate #PedoGateNews #MeToo #TimesUp #Weinstein #LAPD #BlackCube #QAnon #MondayMotivation #WithALittleLuck #MorningJoe #JanusvAFSCME #GreatAwakening,"968119678773223426",https://twitter.com/TheGoldWaterUS/status/968119678773223426
"Julie Plec",julieplec,2018-02-25 23:17,17,157,"Beautifully articulated. Thank you for speaking up and allowing us a glimpse into your experience and your recovery. #TIMESUP",,,#TIMESUP,"968022293849886721",https://twitter.com/julieplec/status/968022293849886721
"Sister Outsider",FeministGriote,2018-02-25 17:28,534,443,"Retweeting this again because it's not getting the proper attention. We must practice a feminism without borders. Haitian women & girls are being abused & exploited by aid workers #timesup #metoo https://www.democracynow.org/2018/2/21/edwidge_danticat_i_hope_oxfam_sex …",,,#timesup #metoo,"967934478147440640",https://twitter.com/FeministGriote/status/967934478147440640
"Monica Lewinsky",MonicaLewinsky,2018-02-25 17:01,2113,8885,"Me on #MeToo #Timesup (...and some other thoughts) for @VanityFair @VFHIVEhttps://www.vanityfair.com/news/2018/02/monica-lewinsky-in-the-age-of-metoo …",,@VanityFair @VFHIVEhttps,#MeToo #Timesup,"967927571944947712",https://twitter.com/MonicaLewinsky/status/967927571944947712
"“Celia”",_celia_bedelia_,2018-02-25 15:22,90,535,"And y’all need to fucking stop using #TimesUp against a female senator. That is not what that hashtag is for you sexist assholes. https://twitter.com/neverkennedy/status/967901782092500992 …",,,#TimesUp,"967902570223226880",https://twitter.com/_celia_bedelia_/status/967902570223226880
"Sandra Fluke",SandraFluke,2018-02-25 15:14,19,65,"Thanks @CA_Dem for having a prominent #CADem2018 discussion yesterday on the need to elect women in California. When we’re ranked 30th in the country on share of women in our state legislature, #TimesUp on the status quo. #WeSaidEnough being on the menu instead of at the table! pic.twitter.com/rfCoec8kHD",,@CA_Dem,#CADem2018 #TimesUp #WeSaidEnough,"967900689958453248",https://twitter.com/SandraFluke/status/967900689958453248
"NARAL",NARAL,2018-02-25 15:02,92,147,"“When you reduce the power imbalance by giving women … the full minimum wage … a woman has greater power, greater agency, and doesn’t have to put up with everything.” http://bit.ly/2EP6nni #MeToo #TimesUp @Rewire_News",,@Rewire_News,#MeToo #TimesUp,"967897502254010369",https://twitter.com/NARAL/status/967897502254010369
"Kaz Weida",kazweida,2018-02-25 14:49,54,142,"Don’t you dare tell me the gender of a politician doesn’t matter. I think we’ve had an entire year sifting through exactly why it matters. The only people who still don’t get it are the GOP & Bernie bros who chant #Timesup at women because they are tone deaf to misogyny. #MeToo",,,#Timesup #MeToo,"967894410053672960",https://twitter.com/kazweida/status/967894410053672960
"Jeremy Fassler",J_fassler,2018-02-25 14:28,47,74,"Yes, the far left appropriated a feminist rallying cry against a woman...while supporting a man involved in a sexual harassment scandal. #TimesUp #DianneFeinstein #DemocraticParty #Harassmenthttps://thedailybanter.com/2018/02/-the-far-left-yells-times-up-at-dianne-feinstein/ …",,,#TimesUp #DianneFeinstein #DemocraticParty #Harassmenthttps,"967888954774126593",https://twitter.com/J_fassler/status/967888954774126593
"All About Astrid S",AllAboutAstridS,2018-02-25 14:15,22,95,"Astrid wore a white rose in support of the #TimesUp movement at the Norwegian Grammy's tonight pic.twitter.com/k5YwibG7Oj",,,#TimesUp,"967885697079238656",https://twitter.com/AllAboutAstridS/status/967885697079238656
"Austen Fletcher",fleccas,2018-02-25 12:00,2068,3216,"[UNSEEN]: Jimmy Kimmel mocks man sharing story of being sexually abused by Hollywood Exec in order to get a role. Kimmel called it LIGHT GAY PROSTITUTION. . @TheAcademy couldn't find a better host for #Oscars2018? #DropJimmy #TimesUpJimmy #TimesUp . @JimmyKimmel . @LauraLoomer pic.twitter.com/ElRjZr4RXc",,@TheAcademy @JimmyKimmel @LauraLoomer,#Oscars2018 #DropJimmy #TimesUpJimmy #TimesUp,"967851813570461696",https://twitter.com/fleccas/status/967851813570461696
"Annenberg Inclusion Initiative",Inclusionists,2018-02-25 11:26,135,434,"Always on point. Only 8 Black, Asian, and Latinx female directors across 1,100 top films over a decade. #TimesUp https://twitter.com/THR/status/967841880808611840 …",,,#TimesUp,"967843373150121985",https://twitter.com/Inclusionists/status/967843373150121985
"Hollywood Reporter",THR,2018-02-25 09:16,19,67,"JJ Abrams talks being inspired by female voices at #TimesUp-influenced Athena Film Festival http://thr.cm/jOwLCZ pic.twitter.com/e1iXxR2zmk",,,#TimesUp,"967810455862497291",https://twitter.com/THR/status/967810455862497291
"Hollywood Reporter Style",thrstyle,2018-02-25 09:00,13,58,"Dakota Fanning opens up about her directorial debut, producing and #TimesUp: http://thr.cm/k8Wl0W",,,#TimesUp,"967806549287718912",https://twitter.com/thrstyle/status/967806549287718912
"Grammitude🗽🌈 #SaveDemocracyNow",Grammitude55,2018-02-25 08:56,79,249,"*Your own Party started the investigation you DOLT Then everyone saw a glimmer of how much Dirt there was on you, so the Dems and Repugs both funded it! HEY What do you know 45?! You actually DID bring us together on something investigating your crimes #TimesUp pic.twitter.com/PHRbe12dmv",,,#TimesUp,"967805494264979457",https://twitter.com/Grammitude55/status/967805494264979457
"Jen Simmons",jensimmons,2018-02-25 08:11,19,117,"Oh look, another graphic design book/resource/thing being promoted on Twitter by heroes and lauded as “Amazing! Must have! So influential! The best designers!” …yet another pile of interviews & collected examples that’s 100% white men. Like no one else exists. #sotired #timesup",,,#sotired #timesup,"967794093479940096",https://twitter.com/jensimmons/status/967794093479940096
"#NotInMyMarineCorps",NotInMyMarines,2018-02-25 07:32,35,61,"When you have leaders who fail to take this seriously, and a culture that permits misogyny from the very top stories like this will continue to be the norm in the U.S. Military. #MeTooMilitary #PassMJIA #PassEnoughAct #MeToo #TimesUp @SenGillibrand @KamalaHarris @ProtectRDfndershttps://twitter.com/vicenews/status/967421524570443776 …",,@SenGillibrand @KamalaHarris @ProtectRDfndershttps,#MeTooMilitary #PassMJIA #PassEnoughAct #MeToo #TimesUp,"967784454725910528",https://twitter.com/NotInMyMarines/status/967784454725910528
"InStyle",InStyle,2018-02-25 07:08,23,76,"#TimesUp activist @TraceeEllisRoss believes in the power of female anger: There’s something really extraordinary about a community of like-minded women who work toward change.http://instyle.io/ySNckcP",,@TraceeEllisRoss,#TimesUp,"967778274632978432",https://twitter.com/InStyle/status/967778274632978432
